"1", "110"
"2", "120"
"3", "210"
"4", "220"
"5", "310"
"6", "320"
"7", "410"
"8", "420"
"9", "510"
"10", "520"
"11", "610"
"12", "620"
"13", "710"
"14", "720"
"15", "810"
"16", "820"
"17", "910"
"18", "920"
"19", "1010"
"20", "1020"
"21", "1110"
"22", "1120"
"23", "1210"
"24", "1220"
"25", "1310"
"26", "1320"
"27", "1410"
"28", "1420"
"29", "1510"
"30", "1520"
"31", "1530"
"32", "1540"
"33", "1550"
"34", "1560"
"35", "1570"
"36", "1580"
"37", "1590"
"38", "1600"
"39", "1610"
"40", "1620"
"41", "30001"
"42", "30002"
"43", "30061"
"44", "30062"
"45", "31011"
"46", "31012"
"47", "31013"
"48", "31014"
"49", "2110"
"50", "2120"
"51", "31403"
"52", "31404"
"53", "2210"
"54", "2220"
"55", "30063"
"56", "30064"
"57", "31405"
"58", "31406"
"59", "31407"
"60", "31408"
"61", "31409"
"62", "31410"
"63", "30051"
"64", "30052"
"65", "31411"
"66", "31412"
"67", "31031"
"68", "31032"
"69", "31033"
"70", "31034"
"71", "31413"
"72", "31414"
"73", "31415"
"74", "31416"
"75", "31417"
"76", "31418"
"77", "31419"
"78", "31420"
"79", "2310"
"80", "2320"
"81", "2410"
"82", "2420"
"83", "30011"
"84", "30012"
"85", "30017"
"86", "30018"
"87", "30033"
"88", "30034"
"89", "30035"
"90", "30036"
"91", "1690"
"92", "1700"
"93", "30053"
"94", "30054"
"95", "30089"
"96", "30090"
"97", "30091"
"98", "30092"
"99", "30093"
"100", "30094"
"101", "31073"
"102", "31074"
"103", "25410"
"105", "25310"
"107", "1630"
"108", "1640"
"109", "1650"
"110", "1660"
"111", "1670"
"112", "1680"
"115", "11010"
"116", "11020"
"117", "11030"
"118", "11040"
"119", "11050"
"120", "11060"
"121", "30003"
"122", "30004"
"123", "30005"
"124", "30006"
"125", "30007"
"126", "30008"
"127", "30009"
"128", "30010"
"129", "30013"
"130", "30014"
"131", "30015"
"132", "30016"
"133", "30019"
"134", "30020"
"135", "30021"
"136", "30022"
"137", "30037"
"138", "30038"
"139", "30039"
"140", "30040"
"141", "30049"
"142", "30050"
"143", "30065"
"144", "30066"
"145", "30067"
"146", "30068"
"147", "30069"
"148", "30070"
"149", "30087"
"150", "30088"
"151", "30095"
"152", "30096"
"153", "30097"
"154", "30098"
"155", "30099"
"156", "30100"
"157", "31001"
"158", "31002"
"159", "31003"
"160", "31004"
"161", "31005"
"162", "31006"
"163", "31007"
"164", "31008"
"165", "31009"
"166", "31010"
"167", "31035"
"168", "31036"
"169", "31037"
"170", "31038"
"171", "31039"
"172", "31040"
"173", "31041"
"174", "31042"
"175", "31043"
"176", "31044"
"177", "31053"
"178", "31054"
"179", "31055"
"180", "31056"
"181", "31057"
"182", "31058"
"183", "31059"
"184", "31060"
"185", "31061"
"186", "31062"
"187", "31063"
"188", "31064"
"189", "31075"
"190", "31076"
"191", "31077"
"192", "31078"
"193", "31079"
"194", "31080"
"195", "31081"
"196", "31082"
"197", "31083"
"198", "31084"
"199", "31085"
"200", "31086"
"201", "80110"
"202", "80120"
"203", "80210"
"204", "80220"
"205", "80310"
"206", "80320"
"207", "80410"
"208", "80420"
"209", "80510"
"210", "80520"
"211", "80610"
"212", "80620"
"213", "80710"
"214", "80720"
"215", "80810"
"216", "80820"
"217", "80910"
"218", "80920"
"219", "81010"
"220", "81020"
"221", "81110"
"222", "81120"
"223", "81210"
"224", "81220"
"231", "81310"
"232", "81320"
"233", "81410"
"234", "81420"
"235", "81510"
"236", "81520"
"237", "81610"
"238", "81620"
"239", "81710"
"240", "81720"
"241", "81810"
"242", "81820"
"243", "30023"
"244", "30024"
"245", "30025"
"246", "30026"
"247", "30027"
"248", "30028"
"249", "30029"
"250", "30030"
"251", "30031"
"252", "30032"
"253", "30041"
"254", "30042"
"255", "30043"
"256", "30044"
"257", "30045"
"258", "30046"
"259", "30047"
"260", "30048"
"261", "30055"
"262", "30056"
"263", "30057"
"264", "30058"
"265", "30059"
"266", "30060"
"267", "30071"
"268", "30072"
"269", "30073"
"270", "30074"
"271", "30075"
"272", "30076"
"273", "30077"
"274", "30078"
"275", "30079"
"276", "30080"
"277", "30081"
"278", "30082"
"279", "30083"
"280", "30084"
"281", "30085"
"282", "30086"
"283", "31015"
"284", "31016"
"285", "31017"
"286", "31018"
"287", "31019"
"288", "31020"
"289", "31021"
"290", "31022"
"291", "31023"
"292", "31024"
"293", "31025"
"294", "31026"
"295", "31027"
"296", "31028"
"297", "31029"
"298", "31030"
"299", "31421"
"300", "31422"
"301", "31423"
"302", "31424"
"303", "31425"
"304", "31426"
"305", "31427"
"306", "31428"
"307", "31065"
"308", "31066"
"309", "31067"
"310", "31068"
"311", "31069"
"312", "31070"
"313", "31071"
"314", "31072"
"315", "31089"
"316", "31090"
"317", "31091"
"318", "31092"
"319", "31093"
"320", "31094"
"321", "31095"
"322", "31096"
"323", "31097"
"324", "31098"
"325", "31099"
"326", "31100"
"327", "31101"
"328", "31102"
"329", "31103"
"330", "31104"
"501", "31087"
"502", "31088"
"503", "31105"
"504", "31106"
"505", "31107"
"506", "31108"
"507", "31109"
"508", "31110"
"509", "31111"
"510", "31112"
"511", "31113"
"512", "31114"
"513", "31115"
"514", "31116"
"515", "31117"
"516", "31118"
"517", "31119"
"518", "31120"
"519", "31121"
"520", "31122"
"521", "31123"
"522", "31124"
"523", "31125"
"524", "31126"
"525", "31127"
"526", "31128"
"527", "31129"
"528", "31130"
"529", "31131"
"530", "31132"
"531", "31133"
"532", "31134"
"533", "31135"
"534", "31136"
"535", "31137"
"536", "31138"
"537", "31139"
"538", "31140"
"539", "31141"
"540", "31142"
"541", "31143"
"542", "31144"
"543", "31145"
"544", "31146"
"545", "31147"
"546", "31148"
"547", "31429"
"548", "31430"
"549", "31431"
"550", "31432"
"551", "31433"
"552", "31434"
"553", "31155"
"554", "31156"
"555", "31157"
"556", "31158"
"557", "31159"
"558", "31160"
"559", "31161"
"560", "31162"
"561", "31163"
"562", "31164"
"563", "31165"
"564", "31166"
"565", "31167"
"566", "31168"
"567", "31169"
"568", "31170"
"569", "31435"
"570", "31436"
"571", "31173"
"572", "31174"
"573", "31175"
"574", "31176"
"575", "31177"
"576", "31178"
"577", "31179"
"578", "31180"
"579", "31181"
"580", "31182"
"581", "31183"
"582", "31184"
"583", "31185"
"584", "31186"
"585", "31187"
"586", "31188"
"587", "31189"
"588", "31190"
"589", "31191"
"590", "31192"
"591", "31193"
"592", "31194"
"593", "31195"
"594", "31196"
"595", "31197"
"596", "31198"
"597", "31199"
"598", "31200"
"599", "31201"
"600", "31202"
"601", "31203"
"602", "31204"
"603", "31205"
"604", "31206"
"605", "31207"
"606", "31208"
"607", "31209"
"608", "31210"
"609", "31211"
"610", "31212"
"611", "31213"
"612", "31214"
"613", "31215"
"614", "31216"
"615", "31217"
"616", "31218"
"617", "31219"
"618", "31220"
"619", "31221"
"620", "31222"
"621", "31223"
"622", "31224"
"623", "31225"
"624", "31226"
"625", "31227"
"626", "31228"
"627", "31229"
"628", "31230"
"629", "31231"
"630", "31232"
"631", "31233"
"632", "31234"
"633", "31235"
"634", "31236"
"635", "31237"
"636", "31238"
"637", "31239"
"638", "31240"
"639", "31241"
"640", "31242"
"641", "31243"
"642", "31244"
"643", "31245"
"644", "31246"
"645", "31247"
"646", "31248"
"647", "31249"
"648", "31250"
"649", "31251"
"650", "31252"
"651", "31437"
"652", "31438"
"653", "31255"
"654", "31256"
"655", "31257"
"656", "31258"
"657", "31259"
"658", "31260"
"659", "31261"
"660", "31262"
"661", "31263"
"662", "31264"
"663", "31265"
"664", "31266"
"665", "31439"
"666", "31440"
"667", "31269"
"668", "31270"
"669", "31441"
"670", "31442"
"671", "31273"
"672", "31274"
"673", "31275"
"674", "31276"
"675", "31277"
"676", "31278"
"677", "31279"
"678", "31280"
"679", "31281"
"680", "31282"
"681", "31283"
"682", "31284"
"683", "31285"
"684", "31286"
"685", "31443"
"686", "31444"
"687", "31289"
"688", "31290"
"689", "31291"
"690", "31292"
"691", "31293"
"692", "31294"
"693", "31295"
"694", "31296"
"695", "31445"
"696", "31446"
"697", "31299"
"698", "31300"
"699", "31301"
"700", "31302"
"701", "31303"
"702", "31304"
"703", "31305"
"704", "31306"
"705", "31447"
"706", "31448"
"707", "31309"
"708", "31310"
"709", "31311"
"710", "31312"
"711", "31313"
"712", "31314"
"713", "31315"
"714", "31316"
"715", "31317"
"716", "31318"
"717", "31319"
"718", "31320"
"719", "31321"
"720", "31322"
"721", "31323"
"722", "31324"
"723", "31325"
"724", "31326"
"725", "31327"
"726", "31328"
"727", "31329"
"728", "31330"
"729", "31331"
"730", "31332"
"731", "31333"
"732", "31334"
"733", "31335"
"734", "31336"
"735", "31337"
"736", "31338"
"737", "31339"
"738", "31340"
"739", "31341"
"740", "31342"
"741", "31343"
"742", "31344"
"743", "31345"
"744", "31346"
"745", "31347"
"746", "31348"
"747", "31349"
"748", "31350"
"749", "31351"
"750", "31352"
"751", "31353"
"752", "31354"
"753", "31355"
"754", "31356"
"755", "31357"
"756", "31358"
"757", "31359"
"758", "31360"
"759", "31361"
"760", "31362"
"761", "31363"
"762", "31364"
"763", "31365"
"764", "31366"
"765", "31367"
"766", "31368"
"767", "31369"
"768", "31370"
"769", "31371"
"770", "31372"
"771", "31373"
"772", "31374"
"773", "31375"
"774", "31376"
"775", "31377"
"776", "31378"
"777", "31379"
"778", "31380"
"779", "31381"
"780", "31382"
"781", "31383"
"782", "31384"
"783", "31385"
"784", "31386"
"785", "31387"
"786", "31388"
"787", "31389"
"788", "31390"
"789", "31391"
"790", "31392"
"791", "31393"
"792", "31394"
"793", "31395"
"794", "31396"
"795", "31397"
"796", "31398"
"797", "31399"
"798", "31400"
"799", "31401"
"800", "31402"
"801", "40001"
"802", "40002"
"803", "40003"
"804", "40004"
"805", "40005"
"806", "40006"
"807", "40007"
"808", "40008"
"809", "40009"
"810", "40010"
"811", "40011"
"812", "40012"
"813", "40013"
"814", "40014"
"815", "40015"
"816", "40016"
"817", "40017"
"818", "40018"
"819", "40019"
"820", "40020"
"821", "40021"
"822", "40022"
"823", "40023"
"824", "40024"
"825", "40025"
"826", "40026"
"827", "40027"
"828", "40028"
"829", "40029"
"830", "40030"
"831", "40031"
"832", "40032"
"833", "40033"
"834", "40034"
"835", "40035"
"836", "40036"
"837", "40037"
"838", "40038"
"839", "40039"
"840", "40040"
"841", "40041"
"842", "40042"
"843", "40043"
"844", "40044"
"845", "40045"
"846", "40046"
"847", "40047"
"848", "40048"
"849", "40049"
"850", "40050"
"851", "40051"
"852", "40052"
"853", "40053"
"854", "40054"
"855", "40055"
"856", "40056"
"857", "40057"
"858", "40058"
"859", "40059"
"860", "40060"
"861", "40061"
"862", "40062"
"863", "40063"
"864", "40064"
"865", "40065"
"866", "40066"
"867", "40067"
"868", "40068"
"881", "40081"
"882", "40082"
"883", "40083"
"884", "40084"
"885", "40085"
